r,g,b,h,s,v
163,237,36,82,85,93
228,202,28,52,88,89
64,16,159,260,90,62
21,35,143,233,85,56
124,222,143,132,44,87
46,232,24,114,90,91
171,49,39,5,77,67
101,11,137,283,92,54
73,113,147,208,50,58
198,186,3,56,98,78
30,221,9,114,96,87
215,2,103,332,99,84
11,45,121,221,91,47
25,89,201,218,88,79
35,88,148,212,76,58
88,81,69,38,22,35
81,219,64,113,71,86
206,73,132,333,65,81
219,1,8,358,100,86
113,119,12,63,90,47
77,213,82,122,64,84
197,213,126,71,41,84
107,26,184,271,86,72
173,204,193,159,15,80
253,164,45,34,82,99
175,177,133,63,25,69
94,158,7,85,96,62
89,47,190,258,75,75
144,136,227,245,40,89
123,245,166,141,50,96
66,8,212,257,96,83
17,20,7,74,65,8
215,18,165,315,92,84
126,238,162,139,47,93
163,216,24,77,89,85
101,220,2,93,99,86
159,59,195,284,70,76
137,201,219,193,37,86
208,179,219,284,18,86
107,183,87,107,52,72
75,221,153,152,66,87
207,133,187,316,36,81
92,55,85,311,40,36
167,157,136,41,19,65
88,86,171,241,50,67
10,230,75,138,96,90
212,138,144,355,35,83
227,64,181,317,72,89
22,6,87,252,93,34
109,160,65,92,59,63
180,51,50,0,72,71
251,241,113,56,55,98
131,1,171,286,99,67
32,205,44,124,84,80
47,152,150,179,69,60
59,174,40,111,77,68
167,163,7,59,96,65
24,23,128,241,82,50
26,210,195,175,88,82
17,143,70,145,88,56
234,170,85,34,64,92
218,200,45,54,79,85
28,110,197,211,86,77
125,155,108,98,30,61
106,69,32,30,70,42
115,164,168,185,32,66
111,199,5,87,97,78
227,129,44,28,81,89
49,53,110,236,55,43
28,12,249,244,95,98
237,47,50,359,80,93
13,113,91,167,88,44
240,82,173,325,66,94
169,202,205,185,18,80
204,238,191,103,20,93
187,37,207,293,82,81
243,241,99,59,59,95
190,221,64,72,71,87
38,193,32,118,83,76
187,60,107,338,68,73
43,238,21,114,91,93
198,142,18,41,91,78
81,232,115,134,65,91
83,33,31,2,63,33
61,70,185,236,67,73
132,189,126,114,33,74
227,250,69,68,72,98
175,53,158,308,70,69
76,186,152,161,59,73
37,224,144,154,83,88
8,57,216,226,96,85
118,214,198,170,45,84
72,137,98,144,47,54
211,119,52,25,75,83
28,37,136,235,79,53
166,180,173,150,8,71
252,166,70,32,72,99
198,167,101,41,49,78
23,96,67,156,76,38
210,202,145,53,31,82
41,182,161,171,77,71
95,90,177,243,49,69
230,7,126,328,97,90
152,154,130,65,16,60
116,147,168,204,31,66
83,217,206,175,62,85
176,159,202,264,21,79
94,31,16,12,83,37
29,12,130,249,91,51
152,25,172,292,85,67
144,43,188,282,77,74
193,91,26,23,87,76
97,226,236,184,59,93
171,251,225,161,32,98
195,4,248,287,98,97
70,5,133,270,96,52
170,214,173,124,21,84
161,198,250,215,36,98
101,79,86,341,22,40
154,212,74,85,65,83
53,94,24,95,74,37
94,61,42,22,55,37
204,183,217,277,16,85
196,190,157,51,20,77
145,210,250,203,42,98
250,145,216,319,42,98
62,150,11,98,93,59
150,149,103,59,31,59
5,190,79,144,97,75
71,169,89,131,58,66
152,46,191,284,76,75
32,188,5,111,97,74
238,251,15,63,94,98
183,22,164,307,88,72
91,82,178,246,54,70
24,252,191,164,90,99
197,176,110,46,44,77
132,42,224,270,81,88
6,245,30,126,98,96
88,17,170,268,90,67
197,148,214,285,31,84
217,143,174,335,34,85
41,182,11,109,94,71
151,16,106,320,89,59
143,202,105,96,48,79
204,120,191,309,41,80
189,89,181,305,53,74
88,193,90,121,54,76
220,73,202,307,67,86
236,5,49,349,98,93
232,59,239,298,75,94
219,60,88,349,73,86
115,28,189,272,85,74
79,159,191,197,59,75
187,210,185,115,12,82
235,164,20,40,91,92
16,226,116,149,93,89
109,47,104,305,57,43
27,59,57,176,54,23
69,216,142,150,68,85
121,132,158,222,23,62
63,152,144,175,59,60
200,235,154,86,34,92
118,11,178,278,94,70
197,212,18,65,92,83
161,65,174,293,63,68
217,68,62,2,71,85
165,248,8,81,97,97
219,145,46,34,79,86
210,121,129,355,42,82
102,248,193,157,59,97
216,110,102,4,53,85
154,183,65,75,64,72
7,41,137,224,95,54
73,95,158,224,54,62
173,68,51,8,71,68
203,157,21,45,90,80
129,101,79,26,39,51
111,16,175,276,91,69
225,147,130,11,42,88
250,215,74,48,70,98
213,53,132,330,75,84
117,139,126,145,16,55
36,149,239,207,85,94
4,131,200,201,98,78
239,52,185,317,78,94
127,67,11,29,91,50
92,36,40,356,61,36
10,146,111,165,93,57
4,210,120,154,98,82
246,174,72,35,71,96
124,179,137,134,31,70
254,16,36,355,94,100
250,104,231,308,58,98
140,175,142,123,20,69
224,0,10,357,100,88
106,156,222,214,52,87
163,200,130,92,35,78
48,109,243,221,80,95
171,206,51,74,75,81
216,125,218,299,43,85
36,129,166,197,78,65
82,218,190,168,62,85
146,57,46,7,68,57
130,57,225,266,75,88
144,189,252,215,43,99
185,153,63,44,66,73
133,117,198,252,41,78
191,173,176,350,9,75
199,72,15,19,92,78
10,50,129,220,92,51
97,42,209,260,80,82
203,232,79,71,66,91
200,54,213,295,75,84
203,235,203,120,14,92
104,110,201,236,48,79
63,11,17,353,83,25
126,208,215,185,41,84
15,12,64,243,81,25
215,1,166,314,100,84
202,183,236,262,22,93
4,119,68,153,97,47
60,221,179,164,73,87
108,195,77,104,61,76
237,79,195,316,67,93
21,38,64,216,67,25
52,95,130,207,60,51
167,123,163,305,26,65
6,30,142,229,96,56
142,124,104,32,27,56
228,19,76,344,92,89
48,165,132,163,71,65
237,99,187,322,58,93
106,24,186,270,87,73
53,68,128,228,59,50
84,15,158,269,91,62
231,9,138,325,96,91
62,27,104,267,74,41
236,238,75,61,68,93
136,123,249,246,51,98
237,60,26,10,89,93
123,222,233,186,47,91
101,120,49,76,59,47
55,204,245,193,78,96
115,61,36,19,69,45
21,32,242,237,91,95
159,220,240,195,34,94
110,60,253,256,76,99
180,205,109,76,47,80
174,132,44,41,75,68
61,57,60,315,7,24
211,37,17,6,92,83
28,111,1,105,99,44
78,189,192,182,59,75
156,173,168,162,10,68
194,153,184,315,21,76
212,137,88,24,58,83
130,161,216,218,40,85
146,33,214,277,85,84
202,217,120,69,45,85
62,252,231,173,75,99
61,58,124,243,53,49
181,216,141,88,35,85
134,22,63,338,84,53
131,225,78,98,65,88
121,121,239,240,49,94
93,52,14,29,85,36
4,7,121,238,97,47
126,203,167,152,38,80
112,93,150,260,38,59
91,8,171,271,95,67
222,224,194,64,13,88
43,116,176,207,76,69
104,65,70,352,38,41
16,68,88,197,82,35
194,251,53,77,79,98
87,18,188,264,90,74
98,103,69,69,33,40
223,253,245,164,12,99
158,120,70,34,56,62
176,179,32,61,82,70
134,199,175,158,33,78
59,224,34,112,85,88
125,73,23,29,82,49
77,121,189,216,59,74
19,119,217,210,91,85
245,15,127,331,94,96
204,156,118,27,42,80
91,9,75,312,90,36
30,96,176,213,83,69
160,252,33,85,87,99
248,29,76,347,88,97
101,60,30,25,70,40
91,219,82,116,63,86
250,83,147,337,67,98
221,22,129,328,90,87
213,60,144,327,72,84
199,133,185,313,33,78
55,87,244,230,77,96
122,51,174,275,71,68
122,42,93,322,66,48
171,100,118,345,42,67
27,221,106,144,88,87
193,98,196,298,50,77
1,82,221,218,100,87
118,36,89,321,69,46
194,81,101,349,58,76
168,247,61,85,75,97
146,213,88,92,59,84
193,104,57,21,70,76
28,55,146,226,81,57
180,205,80,72,61,80
112,105,145,251,28,57
169,216,191,148,22,85
69,51,182,248,72,71
6,150,20,126,96,59
218,205,108,53,50,85
136,199,65,88,67,78
126,189,130,124,33,74
97,78,41,40,58,38
44,87,131,210,66,51
117,190,111,115,42,75
115,201,205,183,44,80
61,69,16,69,77,27
72,178,78,123,60,70
235,54,20,9,91,92
223,250,254,188,12,100
41,72,233,230,82,91
8,103,248,216,97,97
42,141,130,173,70,55
172,62,3,21,98,67
51,143,22,106,85,56
152,27,41,353,82,60
113,21,181,275,88,71
126,223,214,174,43,87
139,136,145,260,6,57
39,34,159,242,79,62
194,73,77,358,62,76
66,93,80,151,29,36
10,0,158,244,100,62
231,0,49,347,100,91
54,96,242,227,78,95
208,163,30,45,86,82
16,202,41,128,92,79
150,208,121,100,42,82
224,175,156,17,30,88
195,77,203,296,62,80
45,181,181,180,75,71
6,161,19,125,96,63
198,165,16,49,92,78
66,123,220,218,70,86
44,98,213,221,79,84
147,173,115,87,34,68
25,44,111,227,77,44
184,176,249,247,29,98
144,117,192,262,39,75
202,217,233,211,13,91
226,79,88,356,65,89
211,47,155,320,78,83
230,212,251,268,16,98
208,19,72,343,91,82
158,190,62,75,67,75
14,150,156,183,91,61
247,223,25,54,90,97
56,158,92,141,65,62
242,197,225,323,19,95
175,78,207,285,62,81
40,126,5,103,96,49
98,39,16,17,84,38
48,151,229,206,79,90
139,189,136,117,28,74
15,168,237,199,94,93
125,126,87,62,31,49
92,79,28,48,70,36
106,216,163,151,51,85
159,41,240,276,83,94
24,34,187,236,87,73
96,185,208,192,54,82
174,254,119,96,53,100
20,40,154,231,87,60
157,84,225,271,63,88
120,30,27,2,78,47
131,193,7,80,96,76
138,32,130,305,77,54
214,131,218,297,40,85
35,166,35,120,79,65
97,203,63,105,69,80
154,251,2,83,99,98
174,89,115,342,49,68
63,132,24,98,82,52
135,38,130,303,72,53
158,33,216,281,85,85
141,68,95,338,52,55
13,92,139,202,91,55
107,180,73,101,59,71
238,91,58,11,76,93
107,125,236,232,55,93
50,182,72,130,73,71
224,31,208,305,86,88
99,219,140,141,55,86
245,87,98,356,64,96
35,14,164,248,91,64
43,171,236,200,82,93
208,11,229,294,95,90
34,66,152,224,78,60
166,162,113,55,32,65
105,141,69,90,51,55
102,15,64,326,85,40
159,228,156,118,32,89
27,21,83,246,75,33
196,254,13,74,95,100
160,48,216,280,78,85
26,202,129,155,87,79
107,196,142,144,45,77
246,52,113,341,79,96
160,133,141,342,17,63
21,236,130,150,91,93
200,196,212,255,8,83
222,243,165,76,32,95
77,134,135,181,43,53
21,18,181,241,90,71
162,117,241,262,51,95
67,185,51,113,72,73
209,113,236,287,52,93
188,34,106,332,82,74
43,43,105,240,59,41
149,194,78,83,60,76
185,27,22,2,88,73
82,11,87,296,87,34
231,126,172,334,45,91
172,149,140,17,19,67
192,74,3,23,98,75
64,205,178,169,69,80
226,191,95,44,58,89
52,174,40,115,77,68
49,182,57,124,73,71
148,5,41,345,97,58
8,18,227,237,96,89
163,194,109,82,44,76
246,232,3,57,99,96
13,253,12,120,95,99
102,126,4,72,97,49
99,234,51,104,78,92
1,126,23,131,99,49
240,206,79,47,67,94
239,143,123,10,49,94
80,209,155,155,62,82
81,149,159,188,49,62
134,169,95,88,44,66
58,57,76,243,25,30
218,197,23,54,89,85
109,238,233,178,54,93
213,86,241,289,64,95
70,161,22,99,86,63
81,49,182,254,73,71
227,207,156,43,31,89
224,247,8,66,97,97
173,132,124,10,28,68
185,71,252,278,72,99
64,31,117,263,74,46
17,233,117,148,93,91
75,186,100,134,60,73
55,86,146,220,62,57
127,97,195,258,50,76
143,87,39,28,73,56
242,57,38,6,84,95
134,16,198,279,92,78
233,56,211,307,76,91
85,52,196,254,73,77
188,172,206,268,17,81
232,200,3,52,99,91
209,203,108,56,48,82
175,85,11,27,94,69
252,183,3,43,99,99
125,214,21,88,90,84
114,67,50,16,56,45
7,171,240,198,97,94
213,183,145,34,32,84
219,115,83,14,62,86
160,107,22,37,86,63
227,57,102,344,75,89
2,240,145,156,99,94
126,7,93,317,94,49
38,145,24,113,83,57
222,143,127,10,43,87
239,229,176,50,26,94
191,210,177,95,16,82
249,11,57,348,96,98
6,110,138,193,96,54
118,73,154,273,53,60
236,193,89,42,62,93
54,185,169,173,71,73
72,180,245,203,71,96
31,56,1,87,98,22
35,178,196,187,82,77
188,112,250,273,55,98
65,226,85,127,71,89
184,226,129,86,43,89
202,113,33,28,84,79
17,186,89,146,91,73
74,201,200,180,63,79
54,28,90,265,69,35
136,176,108,95,39,69
92,228,223,178,60,89
134,195,104,100,47,76
137,254,153,128,46,100
89,236,133,138,62,93
25,181,165,174,86,71
109,201,19,90,91,79
118,133,32,69,76,52
22,30,107,234,79,42
3,148,77,151,98,58
236,108,14,25,94,93
206,151,160,350,27,81
123,35,63,341,72,48
164,146,126,32,23,64
118,87,13,42,89,46
128,205,172,154,38,80
76,203,107,135,63,80
122,203,204,181,40,80
240,201,230,315,16,94
89,5,54,325,94,35
212,163,63,40,70,83
254,216,94,46,63,100
212,64,235,292,73,92
158,218,140,106,36,85
172,200,254,220,32,100
45,109,132,196,66,52
229,222,237,268,6,93
236,42,140,330,82,93
199,101,87,8,56,78
45,110,213,217,79,84
248,101,21,21,92,97
100,126,232,228,57,91
29,89,204,219,86,80
154,82,247,266,67,97
158,105,173,287,39,68
167,143,117,31,30,65
139,173,150,139,20,68
81,55,219,250,75,86
9,112,44,140,92,44
40,130,104,163,69,51
43,205,54,124,79,80
130,87,248,256,65,97
218,254,110,75,57,100
60,198,98,137,70,78
6,234,1,119,100,92
118,57,98,320,52,46
64,153,195,199,67,76
234,114,173,331,51,92
54,32,185,249,83,73
96,169,192,194,50,75
223,139,29,34,87,87
21,0,58,262,100,23
112,183,108,117,41,72
109,6,70,323,94,43
250,191,1,46,100,98
22,62,115,214,81,45
136,186,26,79,86,73
45,59,192,234,77,75
19,101,96,176,81,40
72,166,136,161,57,65
32,179,5,111,97,70
42,78,169,223,75,66
126,64,69,355,49,49
138,4,218,278,98,85
165,68,106,336,59,65
127,226,141,128,44,89
248,146,165,349,41,97
161,119,32,40,80,63
174,115,172,302,34,68
25,65,68,184,63,27
181,34,49,354,81,71
222,189,197,345,15,87
79,166,251,210,69,98
208,16,147,319,92,82
98,118,51,78,57,46
81,113,183,221,56,72
148,158,8,64,95,62
58,82,225,231,74,88
118,77,138,280,44,54
135,36,38,359,73,53
228,199,58,50,75,89
184,87,76,6,59,72
234,63,112,343,73,92
219,4,29,353,98,86
8,58,225,226,96,88
146,11,102,320,92,57
44,61,161,231,73,63
241,181,12,44,95,95
43,170,50,123,75,67
249,222,145,44,42,98
141,231,134,116,42,91
40,234,97,138,83,92
89,208,141,146,57,82
189,59,134,325,69,74
93,163,42,95,74,64
213,142,18,38,92,84
111,34,178,272,81,70
253,72,211,314,72,99
226,209,96,52,58,89
224,182,169,14,25,88
132,175,124,111,29,69
159,223,108,93,52,87
54,226,81,129,76,89
221,9,100,334,96,87
161,165,6,62,96,65
17,95,122,195,86,48
168,202,74,76,63,79
113,239,155,140,53,94
105,162,62,94,62,64
197,157,7,47,96,77
78,140,109,150,44,55
48,176,254,203,81,100
210,78,150,327,63,82
148,77,12,29,92,58
117,167,84,96,50,65
205,161,252,269,36,99
144,135,251,245,46,98
197,156,19,46,90,77
49,58,29,79,50,23
245,100,13,23,95,96
187,193,90,63,53,76
210,181,230,276,21,90
254,4,135,329,98,100
204,183,177,13,13,80
201,189,175,32,13,79
223,164,163,1,27,87
235,139,150,353,41,92
112,110,219,241,50,86
242,9,152,323,96,95
0,223,231,182,100,91
150,113,42,39,72,59
58,178,0,100,100,70
122,54,210,266,74,82
99,140,186,212,47,73
124,90,168,266,46,66
25,10,114,249,91,45
232,103,169,329,56,91
51,79,52,122,35,31
46,236,142,150,81,93
29,113,90,164,74,44
15,97,114,190,87,45
121,203,67,96,67,80
135,112,106,12,21,53
121,233,27,93,88,91
247,230,199,39,19,97
49,11,125,260,91,49
98,175,79,108,55,69
218,120,248,286,52,97
149,19,228,277,92,89
91,192,212,190,57,83
128,17,136,296,88,53
225,214,54,56,76,88
9,218,127,154,96,85
178,10,116,322,94,70
36,102,166,210,78,65
200,121,226,285,46,89
8,85,160,210,95,63
178,197,48,68,76,77
137,28,83,330,80,54
52,65,116,228,55,45
164,191,113,81,41,75
215,41,153,321,81,84
246,176,71,36,71,96
197,68,138,327,65,77
195,69,242,284,71,95
150,107,225,262,52,88
182,148,59,43,68,71
147,236,141,116,40,93
238,100,84,6,65,93
59,199,229,191,74,90
179,164,58,53,68,70
183,82,21,23,89,72
225,5,168,316,98,88
236,72,193,316,69,93
58,205,102,138,72,80
90,125,74,101,41,49
147,57,224,272,75,88
0,86,116,196,100,45
95,191,136,146,50,75
44,57,190,235,77,75
19,98,100,181,81,39
37,9,253,247,96,99
160,28,81,336,83,63
79,233,146,146,66,91
200,192,97,55,52,78
217,119,38,27,82,85
230,119,107,6,53,90
225,126,64,23,72,88
165,71,14,23,92,65
153,197,91,85,54,77
95,104,227,236,58,89
151,94,56,24,63,59
133,109,166,265,34,65
24,201,156,165,88,79
113,245,61,103,75,96
60,25,203,252,88,80
41,249,101,137,84,98
147,248,252,182,42,99
119,7,142,290,95,56
141,193,220,201,36,86
201,134,190,310,33,79
29,138,233,208,88,91
111,221,188,162,50,87
16,67,105,206,85,41
16,29,135,233,88,53
247,90,27,17,89,97
55,34,148,251,77,58
134,245,98,105,60,96
126,225,78,100,65,88
145,117,173,270,32,68
70,70,219,240,68,86
153,146,140,28,8,60
145,131,42,52,71,57
141,208,9,80,96,82
48,16,219,249,93,86
243,91,244,300,63,96
56,82,172,227,67,67
181,185,152,67,18,73
3,82,244,220,99,96
23,79,133,209,83,52
80,73,105,253,30,41
194,170,46,50,76,76
76,253,189,158,70,99
209,177,8,50,96,82
95,254,94,120,63,100
147,154,246,236,40,96
56,245,106,136,77,96
17,36,137,231,88,54
243,203,207,354,16,95
51,180,124,154,72,71
209,145,141,4,33,82
6,27,1,108,96,11
27,126,138,186,80,54
64,21,157,259,87,62
50,175,128,157,71,69
210,232,108,71,53,91
71,145,103,146,51,57
198,52,184,306,74,78
87,4,41,333,95,34
180,42,190,296,78,75
17,60,79,198,78,31
129,190,213,196,39,84
206,189,0,55,100,81
0,142,112,167,100,56
230,26,169,318,89,90
82,152,88,125,46,60
13,173,221,194,94,87
139,81,113,327,42,55
29,206,14,115,93,81
47,251,33,116,87,98
152,70,105,334,54,60
32,24,182,243,87,71
126,57,151,284,62,59
235,125,85,16,64,92
184,179,15,58,92,72
174,173,116,59,33,68
26,204,62,132,87,80
211,12,95,335,94,83
83,130,246,223,66,96
207,151,107,26,48,81
55,159,19,105,88,62
232,162,172,351,30,91
64,22,64,300,66,25
248,166,185,346,33,97
46,41,43,336,11,18
55,130,158,196,65,62
114,193,14,86,93,76
195,89,15,25,92,76
54,179,36,112,80,70
0,10,34,222,100,13
138,100,181,268,45,71
248,121,240,304,51,97
24,192,76,139,88,75
130,229,122,116,47,90
5,216,109,150,98,85
36,153,106,156,76,60
22,199,8,116,96,78
32,9,30,305,72,13
119,72,238,257,70,93
179,236,181,122,24,93
92,67,150,258,55,59
132,102,37,41,72,52
99,215,208,176,54,84
253,169,31,37,88,99
234,0,144,323,100,92
249,181,134,25,46,98
3,235,197,170,99,92
160,210,162,122,24,82
176,123,149,331,30,69
166,128,230,262,44,90
241,247,150,64,39,97
244,60,198,315,75,96
183,120,96,17,48,72
97,46,46,0,53,38
150,180,160,140,17,71
39,5,54,282,91,21
78,254,209,165,69,100
220,117,251,286,53,98
28,90,84,174,69,35
43,153,127,166,72,60
70,95,29,83,69,37
180,189,33,63,83,74
123,156,237,223,48,93
214,119,230,291,48,90
158,26,42,353,84,62
191,253,26,76,90,99
29,185,47,127,84,73
70,39,101,270,61,40
19,118,147,194,87,58
109,219,122,127,50,86
6,58,194,223,97,76
155,218,209,171,29,85
18,133,214,205,92,84
140,56,46,6,67,55
124,234,150,134,47,92
49,244,33,115,86,96
157,79,199,279,60,78
22,157,106,157,86,62
186,246,163,103,34,96
222,108,244,290,56,96
147,207,87,90,58,81
63,117,110,172,46,46
35,103,230,219,85,90
127,205,215,187,41,84
214,43,143,325,80,84
211,207,249,246,17,98
176,173,114,57,35,69
244,204,229,323,16,96
75,74,97,243,24,38
93,123,182,220,49,71
223,212,229,279,7,90
9,135,208,202,96,82
252,185,234,316,27,99
52,5,190,255,97,75
55,107,35,103,67,42
83,204,168,162,59,80
126,116,79,47,37,49
7,32,250,234,97,98
7,109,123,187,94,48
78,91,132,226,41,52
215,49,247,290,80,97
122,111,32,53,74,48
17,109,175,205,90,69
143,154,176,220,19,69
44,14,196,250,93,77
20,32,20,120,38,13
192,13,85,336,93,75
77,143,201,208,62,79
213,2,223,297,99,87
227,227,45,60,80,89
132,67,223,265,70,87
230,142,123,11,47,90
53,22,66,282,67,26
80,179,86,124,55,70
195,194,134,59,31,76
143,25,220,276,89,86
193,212,104,71,51,83
28,202,58,130,86,79
119,97,85,21,29,47
157,98,15,35,90,62
170,249,202,144,32,98
190,146,197,292,26,77
40,75,104,207,62,41
227,57,140,331,75,89
223,23,136,326,90,87
109,183,115,125,40,72
249,185,64,39,74,98
143,246,122,110,50,96
191,126,68,28,64,75
88,89,121,238,27,47
198,189,123,53,38,78
105,231,98,117,58,91
169,129,37,42,78,66
37,171,29,117,83,67
94,3,112,290,97,44
21,36,82,225,74,32
174,101,187,291,46,73
82,84,8,62,90,33
91,90,22,59,76,36
237,110,71,14,70,93
79,112,27,83,76,44
238,235,241,270,2,95
15,161,247,202,94,97
226,7,163,317,97,89
77,31,9,19,88,30
145,161,112,80,30,63
139,19,246,272,92,96
219,105,158,332,52,86
144,53,31,12,78,56
136,200,9,80,96,78
201,247,132,84,47,97
161,212,5,75,98,83
74,62,159,247,61,62
191,165,80,46,58,75
101,127,163,215,38,64
49,75,84,195,42,33
66,217,78,125,70,85
143,202,160,137,29,79
148,180,31,73,83,71
242,41,193,315,83,95
93,175,185,187,50,73
106,164,72,98,56,64
142,83,191,273,57,75
144,149,79,64,47,58
222,228,51,62,78,89
142,102,197,265,48,77
150,234,229,176,36,92
248,214,252,294,15,99
65,100,186,223,65,73
215,193,27,53,87,84
91,128,227,224,60,89
153,87,152,301,43,60
190,3,68,339,98,75
147,227,44,86,81,89
168,146,165,308,13,66
57,26,170,253,85,67
200,191,205,279,7,80
87,15,147,273,90,58
122,61,194,268,69,76
5,250,221,173,98,98
118,9,228,270,96,89
149,215,119,101,45,84
62,10,224,255,96,88
154,110,235,261,53,92
76,236,66,116,72,93
152,167,38,67,77,65
92,106,59,78,44,42
188,27,26,0,86,74
41,46,126,236,67,49
88,243,237,178,64,95
144,27,38,354,81,56
176,61,145,316,65,69
210,96,19,24,91,82
160,142,141,3,12,63
28,43,224,235,87,88
134,117,44,49,67,53
38,106,237,219,84,93
66,91,241,231,73,95
234,104,154,337,56,92
191,49,232,287,79,91
147,17,186,286,91,73
146,31,29,1,80,57
205,231,153,80,34,91
87,129,166,208,48,65
86,22,88,298,75,35
141,36,140,301,74,55
6,37,230,232,97,90
213,158,182,334,26,84
220,223,88,61,61,87
206,166,107,36,48,81
65,138,183,203,64,72
123,157,22,75,86,62
78,167,149,168,53,65
20,54,243,231,92,95
168,25,194,291,87,76
136,254,125,115,51,100
215,34,154,320,84,84
220,75,217,301,66,86
194,147,82,35,58,76
77,50,112,266,55,44
110,47,104,306,57,43
7,232,45,130,97,91
52,37,195,246,81,76
203,136,91,24,55,80
165,216,163,118,25,85
167,101,111,351,40,65
129,56,18,21,86,51
214,173,200,320,19,84
21,138,45,132,85,54
15,70,237,225,94,93
186,159,88,43,53,73
113,156,71,90,54,61
168,131,218,266,40,85
222,141,156,349,36,87
102,166,246,213,59,96
31,2,17,329,94,12
112,86,209,253,59,82
72,126,141,193,49,55
149,15,166,293,91,65
204,217,91,66,58,85
160,204,64,79,69,80
110,211,128,131,48,83
132,4,68,330,97,52
9,142,77,151,94,56
57,113,64,127,50,44
69,242,129,141,71,95
31,229,2,112,99,90
154,230,94,94,59,90
208,167,133,27,36,82
52,111,180,212,71,71
1,169,44,135,99,66
0,15,115,232,100,45
52,111,16,97,86,44
59,193,172,171,69,76
251,105,224,311,58,98
117,116,190,241,39,75
39,52,91,225,57,36
43,206,37,118,82,81
249,126,135,356,49,98
3,152,66,145,98,60
235,211,126,47,46,92
238,209,54,51,77,93
47,67,65,174,30,26
16,98,201,213,92,79
145,146,51,61,65,57
229,98,177,324,57,90
199,82,10,23,95,78
28,229,9,115,96,90
40,247,199,166,84,97
26,38,31,145,32,15
142,229,250,192,43,98
126,194,13,83,93,76
221,159,168,351,28,87
221,9,251,293,96,98
197,40,214,294,81,84
89,110,128,208,30,50
47,198,236,192,80,93
215,153,3,42,99,84
213,162,68,39,68,84
224,34,158,321,85,88
192,90,90,0,53,75
188,87,2,27,99,74
13,42,250,233,95,98
194,139,219,281,37,86
207,80,246,286,67,96
226,117,119,359,48,89
52,123,1,95,99,48
166,103,168,298,39,66
13,141,192,197,93,75
85,103,133,218,36,52
237,174,77,36,68,93
90,82,3,54,97,35
46,42,52,264,19,20
180,206,86,73,58,81
10,202,55,134,95,79
168,8,237,282,97,93
147,163,163,180,10,64
132,6,82,324,95,52
78,39,121,269,68,47
117,252,23,95,91,99
41,213,89,137,81,84
